,Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region,market
295,2015-01-18,1.48,5621.32,109.68,4464.75,0.0,1046.89,626.3,420.59,0.0,1,34,2
296,2015-01-18,1.22,367047.36,83097.77,238956.51,5672.46,39320.62,39320.62,0.0,0.0,0,35,6
297,2015-01-18,1.13,37233.34,15363.18,20986.36,0.0,883.8,883.8,0.0,0.0,1,35,6
298,2015-01-18,1.01,461063.73,250311.74,163944.2,14125.01,32682.78,27844.81,4411.36,426.61,0,36,6
299,2015-01-18,1.29,14473.73,12300.47,580.15,0.0,1593.11,1593.11,0.0,0.0,1,36,6
300,2015-01-18,1.22,753746.51,107566.95,554501.21,12868.74,78809.61,78241.87,515.56,52.18,0,37,6
301,2015-01-18,1.27,41482.48,26336.41,14789.4,0.0,356.67,356.67,0.0,0.0,1,37,6
302,2015-01-18,1.2,463472.52,160898.14,223145.82,11177.67,68250.89,67519.53,720.65,10.71,0,38,3
303,2015-01-18,1.45,44616.23,6222.73,30224.67,7.34,8161.49,216.67,7944.82,0.0,1,38,3
304,2015-01-18,1.15,276205.95,160256.58,44019.64,14954.1,56975.63,35311.93,21663.7,0.0,0,39,1
305,2015-01-18,1.93,3024.32,686.69,656.63,310.28,1370.72,1346.0,24.72,0.0,1,39,1
310,2015-01-18,1.18,69600.14,28457.99,29719.57,2933.27,8489.31,7986.02,503.29,0.0,0,40,3
311,2015-01-18,1.44,4363.13,582.64,3132.56,0.0,647.93,146.67,501.26,0.0,1,40,3
312,2015-01-18,1.28,170590.85,78724.96,50701.59,145.35,41018.95,41014.51,4.44,0.0,0,41,7
313,2015-01-18,1.92,2923.4,2410.28,213.12,0.0,300.0,300.0,0.0,0.0,1,41,7
314,2015-01-18,1.4,40391.55,789.84,24755.46,27.89,14818.36,14818.36,0.0,0.0,0,42,0
315,2015-01-18,1.84,627.8,0.0,151.46,0.0,476.34,476.34,0.0,0.0,1,42,0
316,2015-01-18,1.27,228920.62,132142.6,33674.07,37.38,63066.57,25006.34,38060.23,0.0,0,43,1
317,2015-01-18,1.73,1751.2,810.58,23.95,0.0,916.67,916.67,0.0,0.0,1,43,1
322,2015-01-18,0.8,729795.72,516446.41,128438.87,12473.14,72437.3,71564.22,873.08,0.0,0,44,3
323,2015-01-18,1.71,5508.2,1793.64,2078.72,0.0,1635.84,1620.0,15.84,0.0,1,44,3
324,2015-01-25,1.06,45147.5,941.38,33196.16,164.14,10845.82,10103.35,742.47,0.0,0,0,0
325,2015-01-25,1.89,1115.89,14.87,148.72,0.0,952.3,952.3,0.0,0.0,1,0,0
326,2015-01-25,1.1,449332.85,393408.17,18718.27,594.25,36612.16,13176.39,23435.77,0.0,0,1,1
327,2015-01-25,1.87,3047.38,1578.59,735.23,0.0,733.56,533.33,200.23,0.0,1,1,1
328,2015-01-25,1.2,692934.46,49696.14,386398.73,39488.95,217350.64,209761.81,7588.83,0.0,0,2,2
329,2015-01-25,1.41,15387.74,8097.26,5023.48,528.36,1738.64,1738.64,0.0,0.0,1,2,2
330,2015-01-25,1.03,66069.21,51922.06,7555.95,2061.16,4530.04,2009.53,2520.51,0.0,0,3,3
331,2015-01-25,1.82,1174.53,1.26,858.4,0.0,314.87,133.33,181.54,0.0,1,3,3
332,2015-01-25,1.17,409343.56,4730.77,288094.65,45.98,116472.16,115538.05,934.11,0.0,0,4,0
333,2015-01-25,2.01,1948.28,3.14,760.39,0.0,1184.75,1184.75,0.0,0.0,1,4,0
334,2015-01-25,1.5,114052.94,1321.19,54007.48,74.53,58649.74,57909.74,740.0,0.0,0,5,0
335,2015-01-25,1.6,1480.91,16.46,90.53,0.0,1373.92,1373.92,0.0,0.0,1,5,0
338,2015-01-25,1.18,167270.13,37383.37,44000.75,31576.2,54309.81,41623.4,12686.41,0.0,0,6,2
339,2015-01-25,2.29,2694.11,347.67,956.65,920.11,469.68,469.68,0.0,0.0,1,6,2
340,2015-01-25,1.22,745439.17,26117.56,488218.44,145882.24,85220.93,75867.61,9265.81,87.51,0,7,4
341,2015-01-25,1.83,10951.51,711.63,9515.44,0.0,724.44,724.44,0.0,0.0,1,7,4
342,2015-01-25,0.93,213554.45,3617.45,162644.69,656.23,46636.08,20650.03,25970.02,16.03,0,8,4
343,2015-01-25,1.26,10191.82,220.4,8150.22,0.0,1821.2,377.77,1443.43,0.0,1,8,4
344,2015-01-25,1.08,116995.68,53201.66,32775.08,7822.59,23196.35,21117.47,2057.45,21.43,0,9,4
345,2015-01-25,1.67,4847.86,350.39,3650.73,0.0,846.74,293.33,553.41,0.0,1,9,4
346,2015-01-25,0.8,1008295.47,649344.32,271152.06,9610.83,78188.26,60158.3,18029.96,0.0,0,10,5
347,2015-01-25,1.34,11247.71,7244.18,1390.2,0.0,2613.33,2613.33,0.0,0.0,1,10,5
348,2015-01-25,1.02,695658.81,140914.23,422434.82,4944.79,127364.97,74743.6,52611.95,9.42,0,11,3
349,2015-01-25,1.33,22502.5,4271.13,8412.17,584.78,9234.42,1202.57,8031.85,0.0,1,11,3
350,2015-01-25,1.19,277325.29,110113.35,47558.4,45889.29,73764.25,69311.52,1280.03,3172.7,0,12,4
351,2015-01-25,1.62,8703.74,580.39,7210.53,0.0,912.82,60.0,852.82,0.0,1,12,4
352,2015-01-25,1.19,144301.73,1112.09,78092.72,6374.01,58722.91,54053.21,4552.75,116.95,0,13,4
353,2015-01-25,2.01,711.52,59.16,572.36,0.0,80.0,80.0,0.0,0.0,1,13,4
356,2015-01-25,1.17,206074.14,33193.27,89075.29,426.35,83379.23,79720.85,3658.38,0.0,0,14,0
357,2015-01-25,1.8,2171.91,97.75,171.42,0.0,1902.74,1902.74,0.0,0.0,1,14,0
358,2015-01-25,1.35,241174.11,4305.86,150044.76,231.99,86591.5,79402.42,7189.08,0.0,0,15,0
359,2015-01-25,2.21,1920.19,73.54,1602.72,9.36,234.57,234.57,0.0,0.0,1,15,0
360,2015-01-25,0.77,983910.94,549415.32,309974.97,4231.47,120289.18,95546.28,24742.9,0.0,0,16,5
361,2015-01-25,1.24,11398.91,9698.27,893.97,0.0,806.67,806.67,0.0,0.0,1,16,5
362,2015-01-25,1.06,149473.79,3642.56,108152.4,724.5,36954.33,21963.56,14952.61,38.16,0,17,4
363,2015-01-25,1.78,1221.24,49.75,765.47,0.0,406.02,286.67,119.35,0.0,1,17,4
364,2015-01-25,1.2,109940.55,66985.59,14505.13,523.89,27925.94,16753.47,11172.47,0.0,0,18,1
365,2015-01-25,1.88,1140.32,853.38,22.43,1.18,263.33,263.33,0.0,0.0,1,18,1
366,2015-01-25,1.06,249509.99,114584.67,98937.17,3874.78,32113.37,31833.66,279.71,0.0,0,19,3
367,2015-01-25,1.66,5758.68,2421.36,3050.67,0.0,286.65,273.33,13.32,0.0,1,19,3
368,2015-01-25,0.96,2329987.29,1518406.36,456562.55,60922.43,294095.95,255279.65,36398.19,2418.11,0,20,6
369,2015-01-25,1.23,38078.07,28037.64,1355.8,0.0,8684.63,8684.63,0.0,0.0,1,20,6
370,2015-01-25,1.02,86635.35,2283.0,63038.53,234.29,21079.53,8875.65,12189.0,14.88,0,21,2
371,2015-01-25,1.68,1201.46,3.57,740.48,0.0,457.41,216.67,240.74,0.0,1,21,2
372,2015-01-25,1.27,398055.71,289948.64,41120.06,65.81,66921.2,35279.75,31641.45,0.0,0,22,1
373,2015-01-25,1.84,1648.84,1091.95,26.89,0.0,530.0,530.0,0.0,0.0,1,22,1
376,2015-01-25,1.07,140855.47,95428.54,8371.74,11082.07,25973.12,24183.43,1789.69,0.0,0,23,2
377,2015-01-25,1.71,4448.88,192.26,2511.65,60.36,1684.61,850.0,834.61,0.0,1,23,2
378,2015-01-25,0.94,271448.06,188798.96,12771.98,352.52,69524.6,66085.94,3438.66,0.0,0,24,5
379,2015-01-25,1.47,1278.14,204.19,10.61,0.0,1063.34,1063.34,0.0,0.0,1,24,5
380,2015-01-25,1.36,1102868.27,18101.89,768131.81,3184.12,313450.45,249848.32,63602.13,0.0,0,25,0
381,2015-01-25,2.02,14337.32,1363.4,10912.03,46.42,2015.47,2015.47,0.0,0.0,1,25,0
384,2015-01-25,1.06,290611.31,3806.65,233232.89,24.12,53547.65,53543.21,4.44,0.0,0,26,0
385,2015-01-25,1.9,6757.39,0.0,593.56,0.0,6163.83,6163.83,0.0,0.0,1,26,0
386,2015-01-25,1.28,211991.09,133616.3,29418.39,91.59,48864.81,22591.61,26273.2,0.0,0,27,1
387,2015-01-25,1.82,1925.46,1174.98,53.81,0.0,696.67,696.67,0.0,0.0,1,27,1
388,2015-01-25,1.36,355645.73,16112.5,211453.65,1409.19,126670.39,110991.22,15679.17,0.0,0,28,0
389,2015-01-25,1.82,2888.62,235.21,1358.88,22.7,1271.83,1271.83,0.0,0.0,1,28,0
390,2015-01-25,0.61,1233503.27,1002267.22,150640.9,5034.13,75561.02,75558.47,2.55,0.0,0,29,3
391,2015-01-25,1.54,10849.4,7988.43,1728.24,0.0,1132.73,1120.0,12.73,0.0,1,29,3
392,2015-01-25,1.32,98722.79,1847.59,70060.41,2397.99,24416.8,17599.77,6817.03,0.0,0,30,0
393,2015-01-25,1.7,1441.14,598.03,91.36,0.0,751.75,559.41,192.34,0.0,1,30,0
396,2015-01-25,1.09,432770.06,131530.29,229573.27,13384.3,58282.2,40428.06,17854.14,0.0,0,31,3
397,2015-01-25,1.35,30862.91,15946.79,10638.92,3.13,4274.07,540.0,3734.07,0.0,1,31,3
398,2015-01-25,1.16,233277.19,61158.75,59374.75,36067.46,76676.23,63206.25,13469.98,0.0,0,32,2
399,2015-01-25,2.02,3359.58,60.84,1948.96,627.92,721.86,620.46,101.4,0.0,1,32,2
400,2015-01-25,1.17,194086.08,54046.97,75205.48,8644.27,56189.36,45878.25,10311.11,0.0,0,33,2
401,2015-01-25,1.57,3860.33,184.69,1998.19,325.29,1352.16,1002.65,349.51,0.0,1,33,2
402,2015-01-25,1.15,123070.18,48244.28,41412.29,103.6,33310.01,29161.12,4148.89,0.0,0,34,2
403,2015-01-25,1.47,5411.77,117.84,4133.72,0.0,1160.21,759.28,400.93,0.0,1,34,2
404,2015-01-25,1.19,360027.65,101289.29,210411.75,9507.42,38819.19,38819.19,0.0,0.0,0,35,6
405,2015-01-25,1.44,9707.59,4291.23,4741.77,0.0,674.59,674.59,0.0,0.0,1,35,6
406,2015-01-25,1.02,406591.11,217747.34,140456.68,13326.97,35060.12,30090.58,4708.25,261.29,0,36,6
407,2015-01-25,1.26,11132.08,9245.07,470.05,0.0,1416.96,1416.96,0.0,0.0,1,36,6
408,2015-01-25,1.21,713523.24,127276.45,481792.41,21293.67,83160.71,82293.47,796.67,70.57,0,37,6
409,2015-01-25,1.34,27146.81,17038.27,9879.87,0.0,228.67,228.67,0.0,0.0,1,37,6
410,2015-01-25,1.26,420124.11,118569.87,228985.5,11119.33,61449.41,61054.23,370.74,24.44,0,38,3
411,2015-01-25,1.7,29354.75,6876.29,17363.12,7.33,5108.01,453.33,4654.68,0.0,1,38,3
412,2015-01-25,1.06,311348.31,187805.04,46947.97,12431.59,64163.71,45690.04,18473.67,0.0,0,39,1
413,2015-01-25,2.01,2865.92,776.54,621.95,450.46,1016.97,970.0,46.97,0.0,1,39,1
418,2015-01-25,1.21,64116.71,23843.63,29590.6,2672.12,8010.36,8010.36,0.0,0.0,0,40,3
419,2015-01-25,1.66,3313.55,611.87,2325.24,3.65,372.79,226.67,146.12,0.0,1,40,3
420,2015-01-25,1.17,176820.49,99020.78,31381.54,42.62,46375.55,46375.55,0.0,0.0,0,41,7
421,2015-01-25,1.93,4131.86,1526.97,2031.56,0.0,573.33,573.33,0.0,0.0,1,41,7
422,2015-01-25,1.37,44517.84,810.15,22526.2,36.39,21145.1,20725.1,420.0,0.0,0,42,0
423,2015-01-25,1.77,845.05,1.24,130.95,0.0,712.86,712.86,0.0,0.0,1,42,0
424,2015-01-25,1.21,260471.23,161291.0,30244.52,40.52,68895.19,30325.33,38569.86,0.0,0,43,1
425,2015-01-25,1.75,1460.04,715.42,17.95,0.0,726.67,726.67,0.0,0.0,1,43,1
430,2015-01-25,0.8,720800.61,519142.82,124248.86,10573.29,66835.64,65072.69,1762.95,0.0,0,44,3
431,2015-01-25,1.63,7324.06,1934.46,3032.72,0.0,2356.88,2320.0,36.88,0.0,1,44,3
432,2015-02-01,0.99,70873.6,1353.9,60017.2,179.32,9323.18,9170.82,152.36,0.0,0,0,0
433,2015-02-01,1.83,1228.51,33.12,99.36,0.0,1096.03,1096.03,0.0,0.0,1,0,0
434,2015-02-01,0.96,636771.37,553198.56,31583.38,294.94,51694.49,10553.73,41140.76,0.0,0,1,1
435,2015-02-01,1.44,7665.7,1565.49,4210.72,0.0,1889.49,1133.33,756.16,0.0,1,1,1
436,2015-02-01,1.06,1007418.76,93166.54,666010.38,83652.48,164589.36,159916.87,4672.49,0.0,0,2,2
437,2015-02-01,1.15,27929.74,14635.12,8013.19,667.82,4613.61,4613.61,0.0,0.0,1,2,2
438,2015-02-01,0.91,113578.24,67496.3,36532.33,2904.77,6644.84,4867.26,1777.58,0.0,0,3,3
439,2015-02-01,1.43,1780.76,0.0,999.31,0.0,781.45,283.33,498.12,0.0,1,3,3
440,2015-02-01,1.22,490022.14,6082.88,373452.06,272.81,110214.39,109900.93,313.46,0.0,0,4,0
441,2015-02-01,1.78,2943.85,12.18,1308.94,0.0,1622.73,1622.73,0.0,0.0,1,4,0
442,2015-02-01,1.33,153920.35,2117.73,64770.55,112.49,86919.58,86848.47,71.11,0.0,0,5,0
443,2015-02-01,1.55,2808.55,18.78,102.35,0.0,2687.42,2687.42,0.0,0.0,1,5,0
446,2015-02-01,0.98,254009.7,52915.5,71209.89,80813.88,49070.43,33450.14,15620.29,0.0,0,6,2
447,2015-02-01,1.93,3557.34,210.49,1244.18,1457.98,644.69,644.69,0.0,0.0,1,6,2
448,2015-02-01,0.91,1133491.66,50783.91,824745.44,164884.41,93077.9,89516.93,3448.62,112.35,0,7,4
449,2015-02-01,1.52,14391.05,1363.35,11835.47,0.0,1192.23,1192.23,0.0,0.0,1,7,4
450,2015-02-01,0.86,300905.18,4665.89,224967.68,19442.29,51829.32,15335.37,31756.14,4737.81,0,8,4
451,2015-02-01,1.19,10707.5,218.51,9140.29,0.0,1348.7,371.08,977.62,0.0,1,8,4
452,2015-02-01,0.87,216653.06,111171.46,59739.98,21795.64,23945.98,16360.12,3422.61,4163.25,0,9,4
453,2015-02-01,1.63,4215.96,432.24,2985.02,0.0,798.7,223.33,575.37,0.0,1,9,4
454,2015-02-01,0.68,1391089.32,786166.9,495262.11,18855.32,90804.99,79314.06,11474.72,16.21,0,10,5
455,2015-02-01,1.24,12276.58,6669.52,1653.73,0.0,3953.33,3953.33,0.0,0.0,1,10,5
456,2015-02-01,0.93,990211.57,217715.85,608156.34,5736.45,158602.93,90555.95,68006.59,40.39,0,11,3
457,2015-02-01,1.29,27527.63,4823.79,10709.5,104.48,11889.86,1323.33,10566.53,0.0,1,11,3
458,2015-02-01,0.92,539750.77,205775.28,136119.82,127173.89,70681.78,54003.36,688.47,15989.95,0,12,4
459,2015-02-01,1.55,8707.92,449.84,6955.71,0.0,1302.37,253.33,1049.04,0.0,1,12,4
460,2015-02-01,0.94,309471.69,1621.68,240215.65,19211.54,48422.82,43899.75,4377.27,145.8,0,13,4
461,2015-02-01,1.98,769.05,52.14,620.24,0.0,96.67,96.67,0.0,0.0,1,13,4
464,2015-02-01,1.06,283137.88,42732.12,168621.69,851.33,70932.74,69529.64,1403.1,0.0,0,14,0
465,2015-02-01,1.65,3796.16,39.55,151.13,0.0,3605.48,3605.48,0.0,0.0,1,14,0
466,2015-02-01,1.32,297969.31,4803.72,216923.02,364.83,75877.74,72234.63,3643.11,0.0,0,15,0
467,2015-02-01,1.54,6084.48,88.08,5406.05,2.67,587.68,587.68,0.0,0.0,1,15,0
468,2015-02-01,0.72,1280364.01,540024.17,597855.73,8063.4,134420.71,86145.18,48275.53,0.0,0,16,5
469,2015-02-01,1.15,12285.76,9833.51,1505.58,0.0,946.67,946.67,0.0,0.0,1,16,5
470,2015-02-01,0.92,245352.56,7245.61,181784.28,14761.53,41561.14,20669.59,18130.75,2760.8,0,17,4
471,2015-02-01,1.69,1565.24,45.17,805.09,0.0,714.98,496.67,218.31,0.0,1,17,4
472,2015-02-01,0.92,237910.63,171139.21,22525.96,1299.6,42945.86,20816.49,22129.37,0.0,0,18,1
473,2015-02-01,1.76,1591.75,805.42,60.41,5.92,720.0,720.0,0.0,0.0,1,18,1
474,2015-02-01,0.94,370223.11,144461.66,185057.29,4255.15,36449.01,35205.21,1243.8,0.0,0,19,3
475,2015-02-01,1.6,7634.17,4366.54,2884.3,0.0,383.33,383.33,0.0,0.0,1,19,3
476,2015-02-01,0.74,4031949.04,2770656.27,854673.24,64439.7,342179.83,308754.64,31108.07,2317.12,0,20,6
477,2015-02-01,1.12,50107.32,39628.65,1721.95,0.0,8756.72,8756.72,0.0,0.0,1,20,6
478,2015-02-01,0.9,125504.98,5378.31,83854.56,5155.25,31116.86,8618.05,21296.75,1202.06,0,21,2
479,2015-02-01,1.55,1336.46,0.0,772.41,0.0,564.05,303.33,260.72,0.0,1,21,2
480,2015-02-01,0.95,753300.79,566917.32,74532.61,82.04,111768.82,48097.17,63671.65,0.0,0,22,1
481,2015-02-01,1.73,1767.3,827.35,16.62,0.0,923.33,923.33,0.0,0.0,1,22,1
484,2015-02-01,0.94,221471.45,160834.57,13445.84,17578.18,29612.86,23898.35,5714.51,0.0,0,23,2
485,2015-02-01,1.65,4205.27,213.64,2682.26,99.55,1209.82,603.33,606.49,0.0,1,23,2
486,2015-02-01,0.81,367711.87,271075.59,11860.86,426.32,84349.1,76463.29,7885.81,0.0,0,24,5
487,2015-02-01,1.48,2013.46,162.22,34.57,0.0,1816.67,1816.67,0.0,0.0,1,24,5
488,2015-02-01,1.36,1433763.11,22622.87,1084529.78,3251.93,323358.53,243186.43,80172.1,0.0,0,25,0
489,2015-02-01,1.93,24697.84,1867.35,12683.96,7.36,10139.17,10139.17,0.0,0.0,1,25,0
492,2015-02-01,1.06,412752.74,4353.96,361694.45,34.23,46670.1,46576.76,93.34,0.0,0,26,0
493,2015-02-01,1.89,6551.44,4.49,568.47,0.0,5978.48,5978.48,0.0,0.0,1,26,0
494,2015-02-01,0.95,489224.51,358731.15,50048.43,180.21,80264.72,26854.75,53409.97,0.0,0,27,1
495,2015-02-01,1.76,2499.88,1262.74,53.81,0.0,1183.33,1183.33,0.0,0.0,1,27,1
496,2015-02-01,1.14,569304.8,30263.22,417993.89,1722.1,119325.59,104365.66,14959.93,0.0,0,28,0
497,2015-02-01,1.69,4907.41,285.43,1416.23,4.72,3201.03,3201.03,0.0,0.0,1,28,0
498,2015-02-01,0.56,1544750.92,1194635.06,261342.47,6335.66,82437.73,82437.73,0.0,0.0,0,29,3
499,2015-02-01,1.18,13645.72,10810.58,2016.62,0.0,818.52,813.46,5.06,0.0,1,29,3
500,2015-02-01,1.25,112065.73,2685.5,75345.64,2164.35,31870.24,20561.48,11308.76,0.0,0,30,0
501,2015-02-01,1.77,1427.11,760.33,74.32,0.0,592.46,585.38,7.08,0.0,1,30,0
504,2015-02-01,0.98,776237.93,165259.75,535324.57,15903.81,59749.8,48200.04,11547.81,1.95,0,31,3
505,2015-02-01,1.2,39672.8,20129.0,12970.57,4.68,6568.55,540.0,6028.55,0.0,1,31,3
506,2015-02-01,0.99,344288.82,79507.9,115316.24,88450.29,61014.39,41191.91,19822.48,0.0,0,32,2
507,2015-02-01,1.79,4385.19,27.19,2044.97,968.1,1344.93,1330.43,14.5,0.0,1,32,2
508,2015-02-01,0.97,308461.1,99429.98,140203.43,21686.02,47141.67,40189.17,6952.5,0.0,0,33,2
509,2015-02-01,1.58,3916.98,83.48,2059.65,440.08,1333.77,1296.67,37.1,0.0,1,33,2
510,2015-02-01,1.0,168217.72,71867.81,65784.29,93.81,30471.81,27117.84,3353.97,0.0,0,34,2
511,2015-02-01,1.5,4941.74,150.16,3819.72,0.0,971.86,903.33,68.53,0.0,1,34,2
512,2015-02-01,1.04,771974.9,287292.15,429601.75,15342.47,39738.53,39738.53,0.0,0.0,0,35,6
513,2015-02-01,1.22,13195.65,7103.9,5624.41,0.0,467.34,467.34,0.0,0.0,1,35,6
514,2015-02-01,0.85,692276.13,357235.87,277723.14,15691.23,41625.89,36622.51,4738.29,265.09,0,36,6
515,2015-02-01,1.11,18623.99,16215.48,1142.06,2.89,1263.56,1263.56,0.0,0.0,1,36,6
516,2015-02-01,0.91,1352027.64,369580.89,896514.3,20587.92,65344.53,64393.44,832.23,118.86,0,37,6
517,2015-02-01,1.06,57802.02,38413.44,19160.87,0.0,227.71,227.71,0.0,0.0,1,37,6
518,2015-02-01,0.97,933148.31,201139.95,578708.75,10182.71,143116.9,142049.31,1034.01,33.58,0,38,3
519,2015-02-01,1.44,40334.59,12927.15,21460.13,35.42,5911.89,406.67,5505.22,0.0,1,38,3
520,2015-02-01,0.91,469684.32,284674.2,78055.21,27248.16,79706.75,51793.3,27913.45,0.0,0,39,1
521,2015-02-01,1.66,3977.03,456.99,1272.79,503.05,1744.2,1580.0,164.2,0.0,1,39,1
526,2015-02-01,0.97,135656.36,35897.25,84741.31,2704.69,12313.11,12276.59,36.52,0.0,0,40,3
527,2015-02-01,1.38,6444.84,2284.35,3738.62,0.0,421.87,220.0,201.87,0.0,1,40,3
528,2015-02-01,1.1,308371.9,209893.28,48651.4,59.1,49768.12,49768.12,0.0,0.0,0,41,7
529,2015-02-01,1.93,2688.02,912.08,1425.94,0.0,350.0,350.0,0.0,0.0,1,41,7
530,2015-02-01,1.26,57424.15,1321.47,30243.88,14.24,25844.56,25793.45,51.11,0.0,0,42,0
531,2015-02-01,1.65,1285.09,3.72,111.53,0.0,1169.84,1169.84,0.0,0.0,1,42,0
532,2015-02-01,0.92,562242.53,392037.18,53180.28,79.96,116945.11,50530.52,66414.59,0.0,0,43,1
533,2015-02-01,1.68,2109.19,762.21,20.31,0.0,1326.67,1326.67,0.0,0.0,1,43,1
538,2015-02-01,0.71,916367.42,611270.39,205181.23,14107.36,85808.44,82065.7,3742.74,0.0,0,44,3
539,2015-02-01,1.77,7210.19,1634.42,3012.44,0.0,2563.33,2563.33,0.0,0.0,1,44,3
540,2015-02-08,0.99,51253.97,1357.37,39111.81,163.25,10621.54,10113.1,508.44,0.0,0,0,0
541,2015-02-08,1.59,1770.87,27.36,152.74,0.0,1590.77,1590.77,0.0,0.0,1,0,0
542,2015-02-08,1.03,433883.91,377256.38,17162.5,524.85,38940.18,18044.41,20895.77,0.0,0,1,1
543,2015-02-08,1.29,13288.3,1716.38,8656.15,0.0,2915.77,1316.67,1599.1,0.0,1,1,1
544,2015-02-08,1.09,844931.21,71703.52,554857.41,37437.32,180932.96,175771.39,5161.57,0.0,0,2,2
545,2015-02-08,1.43,14898.15,6050.1,4361.21,745.2,3741.64,3739.05,2.59,0.0,1,2,2
546,2015-02-08,1.07,69970.75,54229.34,9647.24,3047.0,3047.17,1373.42,1673.75,0.0,0,3,3
547,2015-02-08,1.35,3870.67,13.74,2832.21,0.0,1024.72,323.33,701.39,0.0,1,3,3
548,2015-02-08,1.04,609985.34,7653.19,495731.7,383.73,106216.72,105403.38,813.34,0.0,0,4,0
549,2015-02-08,1.91,3098.29,15.18,948.71,0.0,2134.4,2134.4,0.0,0.0,1,4,0
550,2015-02-08,1.36,132760.1,1822.41,66261.92,161.96,64513.81,63918.25,595.56,0.0,0,5,0
551,2015-02-08,1.54,3414.8,24.6,115.96,0.0,3274.24,3274.24,0.0,0.0,1,5,0
554,2015-02-08,1.17,150139.38,31509.41,35566.91,31778.73,51284.33,41921.3,9363.03,0.0,0,6,2
555,2015-02-08,1.87,4011.02,188.23,1382.91,1092.82,1347.06,1347.06,0.0,0.0,1,6,2
556,2015-02-08,1.13,729325.61,28216.83,499138.28,119634.41,82336.09,78980.96,3273.2,81.93,0,7,4
557,2015-02-08,1.78,9910.84,1224.22,6971.06,0.0,1715.56,1715.56,0.0,0.0,1,7,4
558,2015-02-08,0.93,186617.2,4246.12,140926.77,4185.64,37258.67,17773.67,18571.14,913.86,0,8,4
559,2015-02-08,1.24,10351.99,225.93,8949.13,0.0,1176.93,963.33,213.6,0.0,1,8,4
560,2015-02-08,0.96,128078.27,76792.99,23238.8,7652.85,20393.63,17859.26,1970.91,563.46,0,9,4
561,2015-02-08,1.78,3483.64,285.2,2071.17,0.0,1127.27,856.67,270.6,0.0,1,9,4
562,2015-02-08,0.67,1207167.54,737968.75,376914.26,12106.6,80177.93,67959.08,12176.08,42.77,0,10,5
563,2015-02-08,1.35,10315.32,6135.93,826.06,0.0,3353.33,3353.33,0.0,0.0,1,10,5
564,2015-02-08,0.95,766576.39,153584.14,466313.49,5420.92,141257.84,92800.41,48427.25,30.18,0,11,3
565,2015-02-08,1.4,22798.51,3017.93,7175.41,9.63,12595.54,2293.33,10302.21,0.0,1,11,3
566,2015-02-08,1.11,268195.87,129910.26,35996.84,40515.81,61772.96,57777.05,1023.87,2972.04,0,12,4
567,2015-02-08,1.86,6499.18,509.02,4643.12,0.0,1347.04,913.33,433.71,0.0,1,12,4
568,2015-02-08,1.24,132621.01,1155.67,74113.5,4855.23,52496.61,48150.41,4209.37,136.83,0,13,4
569,2015-02-08,1.79,1083.77,84.83,402.27,0.0,596.67,596.67,0.0,0.0,1,13,4
572,2015-02-08,1.02,239756.62,35933.38,126557.74,722.59,76542.91,75408.57,1134.34,0.0,0,14,0
573,2015-02-08,1.67,3408.2,35.2,136.56,0.0,3236.44,3236.44,0.0,0.0,1,14,0
574,2015-02-08,1.09,364571.57,6791.17,289098.22,215.13,68467.05,65594.58,2872.47,0.0,0,15,0
575,2015-02-08,2.37,5223.36,49.13,4531.32,15.93,626.98,626.98,0.0,0.0,1,15,0
576,2015-02-08,0.7,1180723.02,525259.71,535768.93,5175.33,114519.05,103507.51,11011.54,0.0,0,16,5
577,2015-02-08,1.25,9077.59,7272.68,704.91,0.0,1100.0,1100.0,0.0,0.0,1,16,5
578,2015-02-08,0.98,158792.02,7650.86,109166.71,8455.43,33519.02,18968.55,12562.27,1988.2,0,17,4
579,2015-02-08,1.68,2086.14,41.71,778.93,0.0,1265.5,1226.67,38.83,0.0,1,17,4
580,2015-02-08,1.21,91840.75,62181.18,9886.68,375.65,19397.24,11016.44,8380.8,0.0,0,18,1
581,2015-02-08,1.71,2242.67,892.03,63.04,14.27,1273.33,1273.33,0.0,0.0,1,18,1
582,2015-02-08,1.01,318770.67,108258.88,162192.25,4610.86,43708.68,42743.96,964.72,0.0,0,19,3
583,2015-02-08,1.68,7138.01,3705.92,2718.76,0.0,713.33,713.33,0.0,0.0,1,19,3
584,2015-02-08,0.9,2641032.65,1673425.82,582236.24,58216.26,327154.33,280560.62,44327.49,2266.22,0,20,6
585,2015-02-08,1.29,46991.12,36957.13,2213.06,0.0,7820.93,7820.93,0.0,0.0,1,20,6
586,2015-02-08,1.0,87054.02,6359.25,59424.49,1307.44,19962.84,10210.07,9464.13,288.64,0,21,2
587,2015-02-08,1.61,1438.14,13.52,823.66,0.0,600.96,393.33,207.63,0.0,1,21,2
588,2015-02-08,1.25,348210.5,249833.46,35897.43,34.5,62445.11,36164.82,26280.29,0.0,0,22,1
589,2015-02-08,1.72,2118.66,945.33,0.0,0.0,1173.33,1173.33,0.0,0.0,1,22,1
592,2015-02-08,0.94,171749.31,125785.83,8119.73,9717.73,28126.02,25896.73,2229.29,0.0,0,23,2
593,2015-02-08,1.64,4614.78,249.82,2704.37,124.35,1536.24,743.33,792.91,0.0,1,23,2
